Original Viral population,Original Host,Final_score,CRISPR score,Prophage blast score,WIsH score,Number of CRISPR matches,Max number of end mismatches detected in any CRISPR spacer,Prophage blast percent identity,Prophage blast viral contig coverage,tRNA match,Max number of end mismatches detected in host tRNA,Non-promiscuous tRNA match score,WIsH p-value,Viral population,Predicted host
Contig109288053||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000282272,Virus_027981,BAC_Host_299
Contig109849003||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0298331,Virus_028152,BAC_Host_299
Contig109947745||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0274075,Virus_028196,BAC_Host_299
Contig110280876||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0215623,Virus_028301,BAC_Host_299
Contig110716197||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0184487,Virus_028447,BAC_Host_299
Contig110858272||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0132231,Virus_028499,BAC_Host_299
Contig110952567||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0227932,Virus_028534,BAC_Host_299
Contig111024805||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00433269,Virus_028574,BAC_Host_299
Contig111448948||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0303461,Virus_028709,BAC_Host_299
Contig111910327||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000192569,Virus_028864,BAC_Host_299
Contig111975395||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000292977,Virus_028899,BAC_Host_299
Contig112389450||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000344328,Virus_029017,BAC_Host_299
Contig112501814||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0279087,Virus_029058,BAC_Host_299
Contig112874715||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0086584,Virus_029203,BAC_Host_299
Contig112874723||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0380222,Virus_029204,BAC_Host_299
Contig112882194||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0138561,Virus_029207,BAC_Host_299
Contig113052029||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00387931,Virus_029254,BAC_Host_299
Contig113526129||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0258265,Virus_029451,BAC_Host_299
Contig114089580||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00390599,Virus_029634,BAC_Host_299
Contig114486636||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0254883,Virus_029763,BAC_Host_299
Contig114717921||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0366144,Virus_029852,BAC_Host_299
Contig115626427||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0248495,Virus_030236,BAC_Host_299
Contig115929584||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000573779,Virus_030349,BAC_Host_299
Contig116047850||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000953475,Virus_030381,BAC_Host_299
Contig116827438||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0438198,Virus_030637,BAC_Host_299
Contig116874483||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00252734,Virus_030656,BAC_Host_299
Contig117102144||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0043612,Virus_030750,BAC_Host_299
Contig117278985||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0444896,Virus_030831,BAC_Host_299
Contig117707885||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0115194,Virus_030980,BAC_Host_299
Contig117767538||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0158361,Virus_031002,BAC_Host_299
Contig118047675||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0286144,Virus_031099,BAC_Host_299
Contig11813679||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00133732,Virus_002234,BAC_Host_299
Contig118339990||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000889269,Virus_031227,BAC_Host_299
Contig118369520||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000690685,Virus_031247,BAC_Host_299
Contig118818218||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00478999,Virus_031427,BAC_Host_299
Contig118911953||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0444338,Virus_031449,BAC_Host_299
Contig118935961||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000223452,Virus_031476,BAC_Host_299
Contig118989743||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0223639,Virus_031492,BAC_Host_299
Contig118995569||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00106194,Virus_031497,BAC_Host_299
Contig119013571||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000663906,Virus_031504,BAC_Host_299
Contig119194515||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0411486,Virus_031559,BAC_Host_299
Contig119216516||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0304353,Virus_031569,BAC_Host_299
Contig119365755||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00114184,Virus_031623,BAC_Host_299
Contig119675845||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000600487,Virus_031760,BAC_Host_299
Contig120023216||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00619515,Virus_031868,BAC_Host_299
Contig120201330||full,bin.240,6,NaN,NaN,3,NaN,NaN,NaN,NaN,Yes,0,3,0,Virus_031928,BAC_Host_299
Contig120386591||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.025518,Virus_032020,BAC_Host_299
Contig120518100||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0368558,Virus_032081,BAC_Host_299
Contig121121965||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00661352,Virus_032338,BAC_Host_299
Contig121505797||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0391878,Virus_032489,BAC_Host_299
Contig121948342||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0385005,Virus_032680,BAC_Host_299
Contig122743116||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00499634,Virus_032981,BAC_Host_299
Contig122825817||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00432864,Virus_033008,BAC_Host_299
Contig123431013||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010801,Virus_033257,BAC_Host_299
Contig123538988||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00035335,Virus_033312,BAC_Host_299
Contig123814642||full,bin.240,6,NaN,NaN,3,NaN,NaN,NaN,NaN,Yes,0,3,0,Virus_033407,BAC_Host_299
Contig124091854||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0205843,Virus_033493,BAC_Host_299
Contig124198869||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000589693,Virus_033530,BAC_Host_299
Contig124270283||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00288394,Virus_033559,BAC_Host_299
Contig124294038||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0182439,Virus_033569,BAC_Host_299
Contig125207612||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00309219,Virus_033917,BAC_Host_299
Contig125651383||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00639381,Virus_034069,BAC_Host_299
Contig125729318||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00012845,Virus_034091,BAC_Host_299
Contig125939605||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014822,Virus_034162,BAC_Host_299
Contig125980632||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0291583,Virus_034177,BAC_Host_299
Contig126028656||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0419426,Virus_034196,BAC_Host_299
Contig126481906||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0190896,Virus_034340,BAC_Host_299
Contig126985913||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00110794,Virus_034542,BAC_Host_299
Contig127092594||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0153859,Virus_034571,BAC_Host_299
Contig127140644||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00505706,Virus_034616,BAC_Host_299
Contig127290695||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0164969,Virus_034679,BAC_Host_299
Contig127603197||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000287437,Virus_034823,BAC_Host_299
Contig128012419||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0366102,Virus_035009,BAC_Host_299
Contig128056218||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000798497,Virus_035023,BAC_Host_299
Contig128060673||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01839,Virus_035026,BAC_Host_299
Contig128108650||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000617382,Virus_035045,BAC_Host_299
Contig128174665||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0174047,Virus_035066,BAC_Host_299
Contig129019989||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00053066,Virus_035482,BAC_Host_299
Contig129134613||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000311873,Virus_035540,BAC_Host_299
Contig129671851||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000136796,Virus_035780,BAC_Host_299
Contig129811237||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00455754,Virus_035850,BAC_Host_299
Contig130009796||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0196323,Virus_035887,BAC_Host_299
Contig130179245||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000716534,Virus_035950,BAC_Host_299
Contig130221637||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0134734,Virus_035965,BAC_Host_299
Contig130590088||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000270335,Virus_036127,BAC_Host_299
Contig130856131||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012166,Virus_036229,BAC_Host_299
Contig131171317||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0242014,Virus_036330,BAC_Host_299
Contig131567175||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000991394,Virus_036494,BAC_Host_299
Contig131655893||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0270346,Virus_036545,BAC_Host_299
Contig132772620||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0194844,Virus_037043,BAC_Host_299
Contig133210139||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00950664,Virus_037223,BAC_Host_299
Contig133246154||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0110662,Virus_037237,BAC_Host_299
Contig133331091||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000657937,Virus_037298,BAC_Host_299
Contig133920488||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000656549,Virus_037574,BAC_Host_299
Contig134407315||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00313594,Virus_037809,BAC_Host_299
Contig134669609||full,bin.240,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.54418E-11,Virus_037927,BAC_Host_299
Contig134791277||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00266028,Virus_037982,BAC_Host_299
Contig134821684||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00742042,Virus_037993,BAC_Host_299
Contig13500514||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017162,Virus_002542,BAC_Host_299
Contig135022561||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000313269,Virus_038071,BAC_Host_299
Contig135095229||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0244393,Virus_038089,BAC_Host_299
Contig135418667||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0345667,Virus_038188,BAC_Host_299
Contig135516216||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00844688,Virus_038236,BAC_Host_299
Contig135650401||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0153556,Virus_038293,BAC_Host_299
Contig135680783||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0491939,Virus_038313,BAC_Host_299
Contig135882214||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0067333,Virus_038396,BAC_Host_299
Contig135888270||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0437988,Virus_038399,BAC_Host_299
Contig136059859||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0183497,Virus_038473,BAC_Host_299
Contig136107991||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00238968,Virus_038498,BAC_Host_299
Contig136132429||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000189697,Virus_038511,BAC_Host_299
Contig136755267||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0267331,Virus_038792,BAC_Host_299
Contig136889491||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0133707,Virus_038874,BAC_Host_299
Contig136978174||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0251351,Virus_038911,BAC_Host_299
Contig137342277||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00167195,Virus_039079,BAC_Host_299
Contig137899132||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00368068,Virus_039298,BAC_Host_299
Contig138438882||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0139658,Virus_039535,BAC_Host_299
Contig13850539||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0225532,Virus_002608,BAC_Host_299
Contig138560508||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000191261,Virus_039592,BAC_Host_299
Contig138834430||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0116297,Virus_039717,BAC_Host_299
Contig138834431||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0118574,Virus_039718,BAC_Host_299
Contig138895532||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.019106,Virus_039744,BAC_Host_299
Contig138956347||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.031079,Virus_039764,BAC_Host_299
Contig138957463||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02099,Virus_039768,BAC_Host_299
Contig138987072||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0079822,Virus_039783,BAC_Host_299
Contig139808055||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0112869,Virus_040135,BAC_Host_299
Contig139820216||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0216421,Virus_040140,BAC_Host_299
Contig139826282||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00343631,Virus_040142,BAC_Host_299
Contig14017768||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00702327,Virus_002640,BAC_Host_299
Contig14017770||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0225609,Virus_002642,BAC_Host_299
Contig140236556||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0348049,Virus_040330,BAC_Host_299
Contig140518931||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00536075,Virus_040452,BAC_Host_299
Contig140960034||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00378043,Virus_040643,BAC_Host_299
Contig141027787||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00457331,Virus_040693,BAC_Host_299
Contig141451135||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0338918,Virus_040897,BAC_Host_299
Contig141463451||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00220386,Virus_040906,BAC_Host_299
Contig141637149||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00154364,Virus_040988,BAC_Host_299
Contig141653446||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0409849,Virus_041001,BAC_Host_299
Contig141770312||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000937837,Virus_041059,BAC_Host_299
Contig141819383||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000817603,Virus_041103,BAC_Host_299
Contig142255527||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.042014,Virus_041297,BAC_Host_299
Contig142273931||full,bin.240,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000596424,Virus_041314,BAC_Host_299
Contig142329209||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0269756,Virus_041338,BAC_Host_299
Contig142802513||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0441399,Virus_041545,BAC_Host_299
Contig142963105||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000577644,Virus_041602,BAC_Host_299
Contig143177386||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045807,Virus_041699,BAC_Host_299
Contig14320299||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02064,Virus_002703,BAC_Host_299
Contig143460507||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0409819,Virus_041830,BAC_Host_299
Contig144166901||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0201951,Virus_042177,BAC_Host_299
Contig144560338||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000374165,Virus_042340,BAC_Host_299
Contig144763363||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00333259,Virus_042436,BAC_Host_299
Contig144763364||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029726,Virus_042437,BAC_Host_299
Contig145316810||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00386908,Virus_042690,BAC_Host_299
Contig145384131||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00679496,Virus_042721,BAC_Host_299
Contig145408662||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0119328,Virus_042729,BAC_Host_299
Contig146219731||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00345866,Virus_043018,BAC_Host_299
Contig146625236||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0461354,Virus_043217,BAC_Host_299
Contig146684505||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0469169,Virus_048345,BAC_Host_299
Contig146742403||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0258905,Virus_043262,BAC_Host_299
Contig146779277||lt2gene,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00452807,Virus_049425,BAC_Host_299
Contig147431471||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0119763,Virus_043567,BAC_Host_299
Contig147893293||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00973335,Virus_043772,BAC_Host_299
Contig148004335||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000849315,Virus_043820,BAC_Host_299
Contig148034980||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00751279,Virus_043838,BAC_Host_299
Contig148517050||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0384693,Virus_044072,BAC_Host_299
Contig148664109||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000549899,Virus_044153,BAC_Host_299
Contig148709371||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00122033,Virus_044175,BAC_Host_299
Contig148800002||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00405519,Virus_044215,BAC_Host_299
Contig148800543||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0292361,Virus_044217,BAC_Host_299
Contig148800544||full,bin.240,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00646115,Virus_044218,BAC_Host_299
Contig149023608||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.026315,Virus_044329,BAC_Host_299
Contig149345007||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0327194,Virus_044499,BAC_Host_299
Contig149664366||full,bin.240,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.034442,Virus_044641,BAC_Host_299
Contig149695180||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000192364,Virus_044658,BAC_Host_299
Contig149738293||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000320831,Virus_044672,BAC_Host_299
Contig149782727||full,bin.240,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00015937,Virus_044688,BAC_Host_299
