	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral genes with host benefits	Viral genes with unknown function	Viral hypothetical genes	Viral structure genes	Viral genes with viral benefits	Viral replication genes
Contig148954159||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig148978917||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148978985||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig14898310||full	0	False	0	7	1	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig148985081||full	0	False	0	3	0	0	False	0.0	0.0	2.0	1.0	0.0	0.0	0.0
Contig148985082||full	0	False	0	5	0	0	False	0.0	0.0	2.0	3.0	0.0	0.0	0.0
Contig148985099||full	0	False	0	2	0	0	False	0.5	1.0	0.0	1.0	0.0	0.0	0.0
Contig148985780||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig148991285||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig148991294||full	0	False	0	8	1	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149003661||full	0	False	0	53	6	0	False	0.0	0.0	0.0	53.0	0.0	0.0	0.0
Contig149003662||full	0	False	0	23	6	0	False	0.0	0.0	0.0	23.0	0.0	0.0	0.0
Contig149003667||full	0	False	0	14	2	0	False	0.0	0.0	2.0	12.0	0.0	0.0	0.0
Contig149003669||full	0	False	0	19	4	0	False	0.0	0.0	1.0	16.0	0.0	0.0	2.0
Contig149009883||full	0	False	0	11	5	0	False	0.0	0.0	0.0	10.0	0.0	0.0	1.0
Contig149016476||full	0	False	0	10	0	0	False	0.0	0.0	1.0	9.0	0.0	0.0	0.0
Contig149016940||full	0	False	0	8	4	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149022321||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149022332||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149022373||full	0	False	0	14	2	0	False	0.0	0.0	1.0	13.0	0.0	0.0	0.0
Contig149023608||full	0	False	0	6	1	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig149028524||full	0	False	0	12	0	0	False	0.0	0.0	0.0	11.0	1.0	0.0	0.0
Contig149028525||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig149028527||full	0	False	0	3	0	0	False	0.0	0.0	2.0	1.0	0.0	0.0	0.0
Contig149028528||full	0	False	0	16	0	0	False	0.0	0.0	0.0	16.0	0.0	0.0	0.0
Contig149034700||lt2gene	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig149034848||full	0	False	0	12	1	0	False	0.0	0.0	1.0	11.0	0.0	0.0	0.0
Contig149035932||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig149035934||full	0	False	0	8	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig14903753||full	0	False	0	161	10	2	False	0.0	0.0	30.0	125.0	3.0	1.0	2.0
Contig14903783||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig149040898||full	0	False	0	44	0	0	False	0.022727272727272728	1.0	2.0	34.0	0.0	1.0	6.0
Contig149040899||full	0	False	0	61	0	0	False	0.01639344262295082	1.0	2.0	58.0	0.0	0.0	0.0
Contig149040900||full	0	False	0	42	0	1	False	0.047619047619047616	2.0	2.0	37.0	0.0	1.0	0.0
Contig149040901||full	0	False	0	31	0	0	False	0.0	0.0	1.0	28.0	1.0	0.0	1.0
Contig149040902||full	0	False	0	7	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig149040935||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149042587||full	0	False	0	74	2	0	False	0.0	0.0	2.0	69.0	1.0	0.0	2.0
Contig149046990||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149047022||full	0	False	0	10	4	0	False	0.0	0.0	1.0	9.0	0.0	0.0	0.0
Contig149047067||full	0	False	0	21	1	0	False	0.0	0.0	2.0	18.0	0.0	0.0	1.0
Contig149047070||full	0	False	0	11	4	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig149055517||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig149055520||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig149059409||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149059410||full	0	False	0	5	1	1	False	0.4	2.0	0.0	3.0	0.0	0.0	0.0
Contig149059413||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149061871||full	0	False	0	6	3	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig149065593||full	0	False	0	51	4	0	False	0.0	0.0	15.0	31.0	2.0	1.0	2.0
Contig149065634||full	0	False	0	3	0	0	False	0.6666666666666666	2.0	0.0	1.0	0.0	0.0	0.0
Contig149071740||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149071742||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149071751||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149071851||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149072566||full	0	False	0	7	1	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig149078144||full	0	False	0	9	0	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig149078145||full	0	False	0	6	0	0	False	0.0	0.0	1.0	4.0	1.0	0.0	0.0
Contig149078146||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig149084048||full	0	False	0	72	4	0	False	0.013888888888888888	1.0	3.0	67.0	0.0	0.0	1.0
Contig14909142||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig149096416||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149096443||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149096461||full	0	False	0	15	1	0	False	0.0	0.0	6.0	6.0	0.0	2.0	1.0
Contig149108899||full	0	False	0	68	9	0	False	0.0	0.0	6.0	57.0	1.0	0.0	4.0
Contig149108900||full	0	False	0	19	3	0	False	0.0	0.0	0.0	19.0	0.0	0.0	0.0
Contig149108901||full	0	False	0	53	5	1	False	0.018867924528301886	1.0	3.0	48.0	0.0	0.0	1.0
Contig149108902||full	0	False	0	11	1	0	False	0.2727272727272727	3.0	0.0	8.0	0.0	0.0	0.0
Contig149109240||full	0	False	0	3	2	1	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig149114955||full	0	False	0	7	2	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig149116812||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149121136||lt2gene	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig149127252||full	0	False	0	10	0	0	False	0.0	0.0	0.0	9.0	0.0	1.0	0.0
Contig149127265||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149127281||full	0	False	0	6	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig149127493||full	0	False	0	3	2	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig149133439||full	0	False	0	7	0	0	False	0.0	0.0	2.0	4.0	0.0	0.0	1.0
Contig149135659||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	1.0	0.0	0.0
Contig149139654||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149146000||full	0	False	0	23	9	0	False	0.043478260869565216	1.0	1.0	21.0	0.0	0.0	0.0
Contig149146001||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149146002||full	0	False	0	19	4	0	False	0.0	0.0	0.0	17.0	1.0	1.0	0.0
Contig149152054||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig149154585||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149158324||full	0	False	0	8	2	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149164418||full	0	False	0	28	2	1	False	0.0	0.0	3.0	24.0	0.0	0.0	1.0
Contig149164419||full	0	False	0	8	2	0	False	0.125	1.0	0.0	7.0	0.0	0.0	0.0
Contig149164505||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149164508||full	0	False	0	15	0	0	False	0.0	0.0	0.0	15.0	0.0	0.0	0.0
Contig149170664||full	0	False	0	24	2	0	False	0.0	0.0	2.0	22.0	0.0	0.0	0.0
Contig149170665||full	0	False	0	19	2	0	False	0.0	0.0	0.0	19.0	0.0	0.0	0.0
Contig149170666||full	0	False	0	16	0	0	False	0.0	0.0	0.0	16.0	0.0	0.0	0.0
Contig149170667||full	0	False	0	9	2	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig149170670||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig149170672||full	0	False	0	4	1	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig149170679||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149170680||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig149176915||full	0	False	0	7	0	0	False	0.0	0.0	3.0	3.0	1.0	0.0	0.0
Contig149176916||lt2gene	0	False	0	2	0	0	False	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Contig149176939||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149177059||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149183041||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149195341||full	0	False	0	4	2	0	False	0.5	2.0	0.0	2.0	0.0	0.0	0.0
Contig149196681||full	0	False	0	7	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig14919977||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig149201141||full	0	False	0	4	2	0	False	0.5	2.0	0.0	2.0	0.0	0.0	0.0
Contig149201546||full	0	False	0	9	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	1.0
Contig149201554||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149207736||full	0	False	0	4	3	0	True	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig149210099||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149214235||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149215622||full	0	False	0	6	1	0	False	0.0	0.0	0.0	5.0	0.0	1.0	0.0
Contig149220023||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig149226152||full	0	False	0	8	2	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149226154||full	0	False	0	5	0	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig149226155||full	0	False	0	8	0	0	False	0.0	0.0	1.0	6.0	0.0	1.0	0.0
Contig149226159||full	0	False	0	5	1	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig149232256||full	0	False	0	5	1	0	False	0.0	0.0	1.0	3.0	1.0	0.0	0.0
Contig149238522||full	0	False	0	11	1	0	False	0.0	0.0	0.0	9.0	0.0	0.0	2.0
Contig149238523||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig149238795||full	0	False	0	4	0	0	False	0.0	0.0	0.0	2.0	2.0	0.0	0.0
Contig149244625||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149250808||full	0	False	0	8	2	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149253214||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig14925514||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig14925679||full	0	False	0	7	0	0	False	0.0	0.0	2.0	5.0	0.0	0.0	0.0
Contig149256893||full	0	False	0	5	0	0	True	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig149263119||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig149263122||full	0	False	0	8	2	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149275453||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149275560||full	0	False	0	8	2	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149281707||full	0	False	0	11	0	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig149281720||full	0	False	0	11	3	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig149288909||full	0	False	0	10	4	0	False	0.1	1.0	0.0	9.0	0.0	0.0	0.0
Contig149290236||full	0	False	0	12	3	0	False	0.0	0.0	2.0	10.0	0.0	0.0	0.0
Contig149294003||full	0	False	0	5	0	0	False	0.4	2.0	0.0	3.0	0.0	0.0	0.0
Contig149294355||full	0	False	0	3	2	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig149298545||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig149300123||full	0	False	0	13	2	0	False	0.0	0.0	0.0	13.0	0.0	0.0	0.0
Contig149300135||full	0	False	0	6	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig149300158||full	0	False	0	8	1	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149306278||full	0	False	0	4	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig149306284||full	0	False	0	6	2	0	False	0.0	0.0	0.0	4.0	2.0	0.0	0.0
Contig14930940||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149312493||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149312494||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149314074||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig149318721||full	0	False	0	6	1	0	False	0.0	0.0	1.0	4.0	0.0	0.0	1.0
Contig149318785||full	0	False	0	7	1	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig149318943||full	0	False	0	12	4	0	False	0.0	0.0	1.0	10.0	1.0	0.0	0.0
Contig149324850||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149330910||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149330990||full	0	False	0	21	4	0	False	0.0	0.0	1.0	20.0	0.0	0.0	0.0
Contig149331039||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149332220||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig149337039||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149337056||full	0	False	0	9	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	1.0
Contig149337061||full	0	False	0	7	0	0	False	0.0	0.0	2.0	4.0	0.0	1.0	0.0
Contig149343183||full	0	False	0	2	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig149345007||full	0	False	0	5	2	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig149349396||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149349459||full	0	False	0	2	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig149355576||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149361760||full	0	False	0	31	7	2	False	0.25806451612903225	8.0	2.0	21.0	0.0	0.0	0.0
Contig149361763||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149362012||full	0	False	0	9	1	0	False	0.1111111111111111	1.0	0.0	8.0	0.0	0.0	0.0
Contig149362014||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig149362017||full	0	False	0	12	0	0	False	0.0	0.0	4.0	6.0	2.0	0.0	0.0
Contig149368008||full	0	False	0	7	0	0	False	0.0	0.0	4.0	3.0	0.0	0.0	0.0
Contig149374193||full	0	False	0	14	0	0	False	0.07142857142857142	1.0	0.0	12.0	0.0	1.0	0.0
Contig149374529||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149380299||full	0	False	0	5	4	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig149380308||full	0	False	0	7	1	0	False	0.14285714285714285	1.0	1.0	5.0	0.0	0.0	0.0
Contig149392642||full	0	False	0	14	0	0	False	0.0	0.0	0.0	14.0	0.0	0.0	0.0
Contig149392664||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149393060||full	0	False	0	5	0	0	False	0.2	1.0	1.0	3.0	0.0	0.0	0.0
Contig149393580||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149398778||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149404925||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig14941551||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig14941554||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149417560||full	0	False	0	12	1	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig149418694||full	0	False	0	1	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Contig149418828||full	0	False	0	6	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Contig149423419||full	0	False	0	5	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig149423433||full	0	False	0	3	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig149423461||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149424817||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149429631||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig149429633||full	0	False	0	7	4	0	False	0.14285714285714285	1.0	0.0	6.0	0.0	0.0	0.0
Contig149429777||full	0	False	0	8	0	0	False	0.0	0.0	3.0	5.0	0.0	0.0	0.0
Contig149435705||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149454167||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149460332||full	0	False	0	7	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig149460433||full	0	False	0	12	0	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig149460476||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149480898||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149485089||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149485154||full	0	False	0	3	1	0	False	0.6666666666666666	2.0	0.0	1.0	0.0	0.0	0.0
Contig149485223||full	0	False	0	8	3	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149491473||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149491474||full	0	False	0	7	1	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig149497523||full	0	False	0	7	0	0	False	0.0	0.0	2.0	5.0	0.0	0.0	0.0
Contig149497525||full	0	False	0	2	0	0	False	0.5	1.0	0.0	1.0	0.0	0.0	0.0
Contig149497540||full	0	False	0	9	1	1	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig149497587||full	0	False	0	12	0	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig149497589||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig149497590||full	0	False	0	12	1	0	False	0.0	0.0	1.0	11.0	0.0	0.0	0.0
Contig149504538||full	0	False	0	6	0	1	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig149509889||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig149509945||full	0	False	0	6	2	0	False	0.0	0.0	2.0	3.0	1.0	0.0	0.0
Contig149515997||full	0	False	0	8	1	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149522209||full	0	False	0	19	2	0	False	0.0	0.0	0.0	18.0	0.0	0.0	1.0
Contig149522210||full	0	False	0	32	1	0	False	0.0	0.0	2.0	29.0	0.0	1.0	0.0
Contig149522211||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig149522257||full	0	False	0	6	0	1	False	0.3333333333333333	2.0	0.0	4.0	0.0	0.0	0.0
Contig14952662||full	0	False	0	5	0	0	False	0.0	0.0	2.0	3.0	0.0	0.0	0.0
Contig149528360||full	0	False	0	5	0	0	False	0.4	2.0	1.0	2.0	0.0	0.0	0.0
Contig149534840||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig149540698||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig149541038||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149543005||full	0	False	0	11	1	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig149553051||full	0	False	0	9	5	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig149553055||full	0	False	0	11	2	0	False	0.09090909090909091	1.0	0.0	6.0	2.0	0.0	2.0
Contig149553063||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149553064||full	0	False	0	4	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig149553139||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149553164||full	0	False	0	7	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig149554165||full	0	False	0	9	2	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig149565396||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig149565399||full	0	False	0	7	2	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig149565556||full	0	False	0	5	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig149571563||full	0	False	0	2	0	0	False	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Contig149571564||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig149571573||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149577782||full	0	False	0	3	2	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig149577799||full	0	False	0	3	0	0	False	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Contig149577822||full	0	False	0	4	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig149577833||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	0.0	1.0	0.0
Contig14957830||full	0	False	0	6	2	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig149583946||full	0	False	0	3	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig149584056||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149584618||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig149590142||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149596278||full	0	False	0	7	4	0	False	0.14285714285714285	1.0	1.0	5.0	0.0	0.0	0.0
Contig149596282||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149596284||lt2gene	0	False	0	1	0	0	False	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Contig149602553||full	0	False	0	7	0	0	False	0.14285714285714285	1.0	2.0	4.0	0.0	0.0	0.0
Contig149615349||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig149615425||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149620990||full	0	False	0	5	0	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig149620993||full	0	False	0	4	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig149621404||full	0	False	0	10	1	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig149627290||full	0	False	0	8	0	0	False	0.0	0.0	2.0	6.0	0.0	0.0	0.0
Contig149633412||full	0	False	0	11	6	0	False	0.09090909090909091	1.0	0.0	10.0	0.0	0.0	0.0
Contig149633415||full	0	False	0	23	0	0	False	0.043478260869565216	1.0	3.0	18.0	0.0	1.0	0.0
Contig149633901||full	0	False	0	3	1	0	False	0.6666666666666666	2.0	0.0	1.0	0.0	0.0	0.0
Contig1496420||full	0	False	0	12	0	0	False	0.08333333333333333	1.0	3.0	8.0	0.0	0.0	0.0
Contig149645841||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig149646617||full	0	False	0	11	4	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig14964904||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig149653813||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig149670628||full	0	False	0	8	1	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149670668||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig149670669||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig149677522||full	0	False	0	4	1	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig149682933||full	0	False	0	6	2	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig149682934||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig149689088||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig149689089||full	0	False	0	10	0	2	False	0.4	4.0	2.0	4.0	0.0	0.0	0.0
